#STN     LAT      LON  YYYY MM DD hh mm WDIR WSPD   GST WVHT  DPD APD MWD   PRES  PTDY  ATMP  WTMP  DEWP  VIS   TIDE
#text    deg      deg   yr mo day hr mn degT  m/s   m/s   m   sec sec degT   hPa   hPa  degC  degC  degC  nmi     ft
OKSI2  41.912  -87.624 2014 08 23 04 00  30   0.5    MM   MM  MM   MM  MM     MM    MM  23.1    MM    MM   MM     MM
OKXC1  37.811 -122.333 2014 08 23 04 48 230   2.6   4.1   MM  MM   MM  MM 1013.7    MM  15.7    MM    MM   MM     MM
OLCN6  43.341  -78.719 2014 08 23 05 00  80   2.1   3.1   MM  MM   MM  MM 1016.9  +0.3  17.6    MM    MM   MM     MM
OLSA2  52.940 -168.870 2014 08 23 04 48 110   9.8  11.3   MM  MM   MM  MM 1009.6    MM  12.9    MM    MM   MM     MM
OMHC1  37.801 -122.330 2014 08 23 04 48 210   5.1   6.2   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
OOUH1  21.303 -157.865 2014 08 23 04 48  50   3.6   6.7   MM  MM   MM  MM 1015.0    MM  26.7    MM    MM   MM     MM
OPTF1  27.858  -82.553 2014 08 23 04 48 140   1.5   2.6   MM  MM   MM  MM 1016.7    MM  27.0  31.8    MM   MM     MM
ORIN7  35.796  -75.548 2014 08 23 04 48 350   2.6   4.1   MM  MM   MM  MM 1014.0    MM  25.2  28.3    MM   MM     MM
OSGN6  43.464  -76.511 2014 08 23 04 48 150   4.1   6.7   MM  MM   MM  MM 1016.4    MM    MM    MM    MM   MM     MM
OSTF1  30.357  -89.612 2014 08 23 04 50  MM   0.0   0.0   MM  MM   MM  MM 1016.8  +0.4  26.2    MM  24.7   MM     MM
OVIA2  59.440 -151.720 2014 08 23 04 48  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  12.4    MM   MM     MM
OWXO1  41.378  -82.508 2014 08 23 03 45  MM   0.0    MM   MM  MM   MM  MM 1016.0    MM  21.0    MM  20.8   MM     MM
PACF1  30.152  -85.667 2014 08 23 04 48 270   2.1   2.6   MM  MM   MM  MM 1015.9    MM  29.6  30.5    MM   MM     MM
PACT2  27.634  -97.237 2014 08 23 04 48 130   4.1   5.1   MM  MM   MM  MM 1015.6    MM    MM  31.1    MM   MM     MM
PBFW1  48.464 -122.469 2014 08 23 04 30 140   1.0    MM   MM  MM   MM  MM 1019.0    MM  15.1    MM  13.2   MM     MM
PCBF1  30.213  -85.880 2014 08 23 04 48 270   3.6   3.6   MM  MM   MM  MM 1016.1    MM  29.6  28.3    MM   MM     MM
PCGT2  26.072  -97.167 2014 08 23 04 48 110   3.6   4.6   MM  MM   MM  MM 1016.1    MM    MM  28.0    MM   MM     MM
PCLF1  30.404  -87.211 2014 08 23 04 48 300   2.1   3.1   MM  MM   MM  MM 1016.5    MM  29.3  31.3    MM   MM     MM
PCLM4  47.276  -88.528 2014 08 23 04 40  90   1.5   2.6   MM  MM   MM  MM 1017.9    MM  11.6    MM    MM   MM     MM
PCNT2  28.446  -96.396 2014 08 23 04 48 140   7.2   8.2   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
PCOC1  38.056 -122.039 2014 08 23 04 48 210   4.1   6.2   MM  MM   MM  MM 1012.2    MM  16.1  21.1    MM   MM     MM
PFXC1  33.748 -118.268 2014 08 23 04 36  MM   0.0   1.0   MM  MM   MM  MM     MM    MM  20.0    MM    MM   MM     MM
PGBP7  13.428  144.796 2014 08 23 04 48 160   1.5   2.6   MM  MM   MM  MM 1010.0    MM    MM    MM    MM   MM     MM
PHBP1  39.933  -75.142 2014 08 23 04 48  MM    MM    MM   MM  MM   MM  MM 1016.2    MM  21.0  24.0    MM   MM     MM
PILA2  59.742 -149.470 2014 08 23 05 00 180   1.0   1.0   MM  MM   MM  MM 1023.3  +0.0  12.4    MM  10.7   MM     MM
PILL1  29.179  -89.259 2014 08 23 04 48 200   2.6   3.1   MM  MM   MM  MM 1016.8    MM  28.5  29.3    MM   MM     MM
PILM4  48.223  -88.366 2014 08 23 05 00 120   2.1   2.6   MM  MM   MM  MM 1019.9  +0.5  12.5    MM    MM   MM     MM
PKBW3  46.672  -92.136 2014 08 23 03 00 350   0.5    MM   MM  MM   MM  MM     MM    MM  16.8    MM  16.3   MM     MM
PLSF1  24.693  -82.773 2014 08 23 05 00 100   3.1   4.1   MM  MM   MM  MM 1015.1  -1.2  30.0    MM    MM   MM     MM
PLXA2  56.247 -134.647 2014 08 23 04 48  MM   0.0   1.0   MM  MM   MM  MM 1021.0    MM  13.8  11.5    MM   MM     MM
PMAF1  27.638  -82.562 2014 08 23 04 48  MM    MM    MM   MM  MM   MM  MM 1016.6    MM  26.5  32.2    MM   MM     MM
PMNT2  26.559  -97.424 2014 08 23 04 48  MM    MM    MM   MM  MM   MM  MM     MM    MM  28.4  30.3    MM   MM     MM
PMOA2  55.990 -160.562 2014 08 23 04 48 130   6.2   7.2   MM  MM   MM  MM 1019.2    MM  15.3    MM    MM   MM     MM
PNGW3  46.793  -91.386 2014 08 23 04 40 360   2.1   2.1   MM  MM   MM  MM 1017.9    MM  16.2    MM    MM   MM     MM
PNLM4  45.968  -85.869 2014 08 23 04 48  80   4.6   6.2   MM  MM   MM  MM 1016.7    MM    MM    MM    MM   MM     MM
PNLM6  30.368  -88.563 2014 08 23 04 48  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  30.2    MM   MM     MM
PORO3  42.739 -124.498 2014 08 23 04 48 350   4.1   5.7   MM  MM   MM  MM 1017.1    MM    MM   9.7    MM   MM     MM
PORT2  29.867  -93.931 2014 08 23 04 48 190   1.0   2.1   MM  MM   MM  MM 1016.9    MM    MM  31.3    MM   MM     MM
POTA2  61.060 -146.700 2014 08 23 05 00  MM   0.0   1.5   MM  MM   MM  MM 1023.2  +0.3  13.5    MM    MM   MM     MM
PPTA1  30.279  -87.556 2014 08 23 04 30 270   2.1    MM   MM  MM   MM  MM 1016.9    MM  28.8    MM    MM   MM     MM
PPTM2  38.134  -76.533 2014 08 23 04 48 120   6.2   6.7   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
PPXC1  37.906 -122.365 2014 08 23 04 48 200   5.7   8.2   MM  MM   MM  MM 1013.4    MM  16.1    MM    MM   MM     MM
PRDA2  70.400 -148.527 2014 08 23 04 48 130   5.1    MM   MM  MM   MM  MM 1020.7    MM    MM   0.7    MM   MM     MM
PRIM4  45.357  -83.492 2014 08 23 04 06 190   0.5   1.5   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
PRJC1  33.733 -118.186 2014 08 23 04 36 260   4.1   5.1   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
PRTA2  58.411 -134.955 2014 08 23 04 00 360   2.6   8.2   MM  MM   MM  MM 1021.3  -1.1    MM    MM    MM   MM     MM
PRYC1  37.996 -122.977 2014 08 23 04 48 290   3.6   4.6   MM  MM   MM  MM 1012.9    MM  16.2  17.7    MM   MM     MM
PSBC1  38.040 -121.887 2014 08 23 04 48 260   3.1   5.7   MM  MM   MM  MM 1011.3    MM  18.6    MM    MM   MM     MM
PSBM1  44.905  -66.983 2014 08 23 04 48 330   2.1   2.1   MM  MM   MM  MM 1019.7    MM  15.1    MM    MM   MM     MM
PSCM4  43.420  -82.540 2014 08 23 05 00  10   4.1   4.6   MM  MM   MM  MM 1017.3  +0.4  18.3    MM    MM   MM     MM
PSLC1  35.169 -120.754 2014 08 23 04 48  50   2.6   3.1   MM  MM   MM  MM 1014.7    MM  16.5  15.8    MM   MM     MM
PSTL1  28.932  -89.407 2014 08 23 04 48 200   1.5   3.1   MM  MM   MM  MM 1017.4    MM  29.7  31.1    MM   MM     MM
PSTN6  42.691  -79.048 2014 08 23 04 48  MM    MM    MM   MM  MM   MM  MM 1015.5    MM    MM    MM    MM   MM     MM
PTAT2  27.826  -97.051 2014 08 23 05 00 130   5.1   5.7   MM  MM   MM  MM 1016.4  -0.3  27.9  29.3  25.9   MM   0.47
PTAW1  48.125 -123.441 2014 08 23 04 36 320   3.1   3.6   MM  MM   MM  MM 1018.8    MM  12.5  11.8    MM   MM     MM
PTBM6  30.213  -88.505 2014 08 23 04 48 250   4.1   4.6   MM  MM   MM  MM 1017.0    MM  30.5    MM    MM   MM     MM
PTCR1  41.638  -71.340 2014 08 23 04 42  50   4.1   6.2   MM  MM   MM  MM 1017.8    MM  18.8    MM    MM   MM     MM
PTIM4  46.485  -84.631 2014 08 23 04 48 160   1.5   2.1   MM  MM   MM  MM 1017.1    MM    MM    MM    MM   MM     MM
PTIT2  26.061  -97.215 2014 08 23 04 48 110   3.6   4.6   MM  MM   MM  MM 1016.2    MM    MM  28.2    MM   MM     MM
PTLA2  58.346 -134.752 2014 08 23 05 00 210   1.0   2.6   MM  MM   MM  MM 1020.6  -0.5  17.3    MM   9.1   MM     MM
PTWW1  48.111 -122.760 2014 08 23 04 48  MM    MM    MM   MM  MM   MM  MM 1019.6    MM  12.7  11.9    MM   MM     MM
PVGF1  26.092  -80.109 2014 08 23 04 54 100   2.6   4.1   MM  MM   MM  MM 1015.4    MM  29.4    MM  22.9   MM     MM
PXOC1  37.798 -122.393 2014 08 23 04 48 170   1.5   4.6   MM  MM   MM  MM 1012.6    MM  15.2    MM    MM   MM     MM
PXSC1  37.803 -122.397 2014 08 23 04 48  MM    MM    MM   MM  MM   MM  MM     MM    MM  15.8    MM  14.5  5.9     MM
QPTR1  41.586  -71.407 2014 08 23 04 48  20   5.7   7.7   MM  MM   MM  MM 1018.0    MM  19.1  22.2    MM   MM     MM
RARM6  30.343  -88.511 2014 08 23 04 48 250   3.1   4.1   MM  MM   MM  MM 1016.2    MM  30.8    MM    MM   MM     MM
RCKM4  46.264  -84.191 2014 08 23 04 48  MM   0.0   0.0   MM  MM   MM  MM 1017.3    MM    MM    MM    MM   MM     MM
RCMC1  37.923 -122.410 2014 08 23 04 48 190   4.1   5.7   MM  MM   MM  MM 1013.2    MM  15.7  19.3    MM   MM     MM
RCPT2  28.024  -97.048 2014 08 23 04 48 160   5.1   7.7   MM  MM   MM  MM 1015.5    MM    MM  31.3    MM   MM     MM
RCRN6  43.269  -77.626 2014 08 23 04 48  MM    MM    MM   MM  MM   MM  MM 1016.2    MM    MM    MM    MM   MM     MM
RDDA2  67.575 -164.067 2014 08 23 04 48 190   3.6   4.6   MM  MM   MM  MM 1021.1    MM    MM  14.9    MM   MM     MM
RDYD1  39.558  -75.572 2014 08 23 04 48  MM    MM    MM   MM  MM   MM  MM 1016.3    MM  20.7  25.8    MM   MM     MM
RKXF1  26.050  -81.701 2014 08 23 03 45  50   1.5    MM   MM  MM   MM  MM     MM    MM  24.1    MM  22.8   MM     MM
RLIT2  26.262  -97.285 2014 08 23 04 48 130   7.2   8.2   MM  MM   MM  MM     MM    MM  29.3  30.1    MM   MM     MM
RLOT2  29.515  -94.513 2014 08 23 04 48 190   3.1   5.1   MM  MM   MM  MM 1016.5    MM    MM  29.2    MM   MM     MM
ROAM4  47.867  -89.313 2014 08 23 05 00  90   5.1   5.1   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
ROBN4  40.657  -74.065 2014 08 23 04 48  70   6.2   6.7   MM  MM   MM  MM     MM    MM  21.0    MM    MM   MM     MM
RPLV2  37.538  -76.014 2014 08 23 04 48  40   4.6   5.1   MM  MM   MM  MM 1015.8    MM    MM    MM    MM   MM     MM
RPRN6  43.263  -77.598 2014 08 23 05 00  60   3.1   4.6   MM  MM   MM  MM 1016.9  +0.0  19.5    MM    MM   MM     MM
RSJT2  26.801  -97.471 2014 08 23 04 48 130   7.2   8.2   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
RTAT2  27.840  -97.072 2014 08 23 04 48 130   2.1   4.6   MM  MM   MM  MM 1015.9    MM    MM  29.9    MM   MM     MM
RTYC1  37.507 -122.212 2014 08 23 04 48 310   3.1   3.6   MM  MM   MM  MM 1013.1    MM  17.1  23.4    MM   MM     MM
SACV4  19.174  -96.093 2014 08 23 04 00  10   5.7   6.2   MM  MM   MM  MM 1016.2  +2.1  28.1    MM  25.6   MM     MM
SANF1  24.456  -81.877 2014 08 23 04 50  80   5.7   6.7   MM  MM   MM  MM 1015.1  -1.1  29.2    MM    MM   MM     MM
SAPF1  27.761  -82.627 2014 08 23 04 48 130   3.6   4.6   MM  MM   MM  MM 1016.5    MM  28.4  33.0    MM   MM     MM
SAUF1  29.857  -81.264 2014 08 23 05 00 240   3.1   3.6   MM  MM   MM  MM 1016.2  -0.3  26.4    MM  22.4   MM     MM
SAXG1  31.418  -81.296 2014 08 23 04 00 180   1.5    MM   MM  MM   MM  MM 1015.0  +0.0  27.6    MM  24.7   MM     MM
SBEO3  44.625 -124.045 2014 08 23 04 48 300   1.0   2.1   MM  MM   MM  MM 1018.8    MM    MM  11.3    MM   MM     MM
SBLF1  27.923  -82.445 2014 08 23 04 48 170   0.5   0.5   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
SBLM4  43.810  -83.720 2014 08 23 05 00  60   5.7   6.7   MM  MM   MM  MM 1017.3  +1.0  19.2    MM    MM   MM     MM
SBPT2  29.728  -93.870 2014 08 23 04 48 200   2.6   3.6   MM  MM   MM  MM 1016.9    MM  29.0  31.3    MM   MM     MM
SDBC1  32.715 -117.173 2014 08 23 04 48  MM    MM    MM   MM  MM   MM  MM 1014.9    MM    MM  23.2    MM   MM     MM
SDHN4  40.467  -74.009 2014 08 23 04 48  MM    MM    MM   MM  MM   MM  MM     MM    MM  20.7  23.1    MM   MM     MM
SDIA2  58.277 -134.389 2014 08 23 04 38 100   3.1   3.6   MM  MM   MM  MM 1020.0    MM  14.4    MM  12.8   MM     MM
SDRT2  28.407  -96.712 2014 08 23 04 48 120   3.6   4.6   MM  MM   MM  MM 1016.1    MM    MM  30.9    MM   MM     MM
SFXC1  38.200 -122.026 2014 08 23 03 45 270   4.6    MM   MM  MM   MM  MM 1011.0    MM  17.3    MM  14.3   MM     MM
SGNT2  28.771  -95.617 2014 08 23 04 48 150   5.7   7.7   MM  MM   MM  MM 1015.8    MM  29.5  31.0    MM   MM     MM
SGNW3  43.749  -87.693 2014 08 23 05 00 200   1.5   2.1   MM  MM   MM  MM 1016.1  +0.0  19.9  17.8  19.9   MM     MM
SGOF1  29.408  -84.858 2014 08 23 05 00 300   3.1   3.6   MM  MM   MM  MM 1015.9  -0.4  28.6    MM  23.7   MM     MM
SHBL1  29.868  -89.673 2014 08 23 04 48 200   2.6   2.6   MM  MM   MM  MM 1016.7    MM  29.1  28.3    MM   MM     MM
SHPF1  30.058  -84.290 2014 08 23 03 54 320   1.5   2.6   MM  MM   MM  MM     MM    MM  26.8    MM    MM   MM     MM
SISA2  58.177 -135.259 2014 08 23 04 00 270   4.6   7.2   MM  MM   MM  MM     MM    MM  13.9    MM    MM   MM     MM
SISW1  48.318 -122.843 2014 08 23 05 00 200   4.1   4.6   MM  MM   MM  MM 1019.4  +0.8  12.5    MM    MM   MM     MM
SJNP4  18.459  -66.116 2014 08 23 04 48 110   3.1   3.6   MM  MM   MM  MM 1011.1    MM  26.7  29.0    MM   MM     MM
SJOM4  42.098  -86.494 2014 08 23 05 00  MM   0.0   0.0   MM  MM   MM  MM 1015.9  +0.0  23.2    MM    MM   MM     MM
SJSN4  39.305  -75.377 2014 08 23 04 48  30   5.1   5.7   MM  MM   MM  MM     MM    MM  20.6  24.9    MM   MM     MM
SKTA2  59.450 -135.327 2014 08 23 04 48  MM    MM    MM   MM  MM   MM  MM 1019.8    MM  14.6   9.0    MM   MM     MM
SLIM2  38.321  -76.452 2014 08 23 04 48  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  26.2    MM   MM     MM
SLVM5  47.278  -91.270 2014 08 23 04 40  60   1.5   2.1   MM  MM   MM  MM 1017.9    MM  18.4    MM    MM   MM     MM
SMKF1  24.628  -81.112 2014 08 23 05 00  90   7.2   8.2   MM  MM   MM  MM 1015.7  -1.3  29.5    MM  21.9   MM     MM
SNDA2  55.336 -160.502 2014 08 23 04 48  70   4.6   6.7   MM  MM   MM  MM 1019.3    MM    MM  14.2    MM   MM     MM
SPGF1  26.704  -78.995 2014 08 23 05 00 160   2.6   3.1   MM  MM   MM  MM 1016.2  -1.1  28.6    MM    MM   MM     MM
SPLL1  28.867  -90.483 2014 08 23 04 00 200   2.6   3.1  0.3   6   MM  MM 1018.8  +0.6    MM    MM    MM  6.5     MM
SPTM4  44.713  -83.273 2014 08 23 04 06  MM   0.0   1.0   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
SRST2  29.683  -94.033 2014 08 23 05 00 200   4.1   5.7   MM  MM   MM  MM 1017.1  -0.3  29.2    MM  24.5   MM     MM
SSBN7  33.830  -78.480 2014 08 23 04 18  MM    MM    MM  0.5   4   MM  MM     MM    MM    MM    MM    MM   MM     MM
STDM4  47.184  -87.225 2014 08 23 05 00 100   8.8   8.8   MM  MM   MM  MM 1018.1  +0.7  16.1    MM  16.1   MM     MM
SVNM4  42.401  -86.288 2014 08 23 04 45  90   1.5   2.1   MM  MM   MM  MM     MM    MM  25.9    MM    MM   MM     MM
SWLA2  60.120 -149.427 2014 08 23 04 48  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  14.6    MM   MM     MM
SWPM4  46.501  -84.372 2014 08 23 04 48 100   1.5   2.6   MM  MM   MM  MM 1017.1    MM  19.4    MM    MM   MM     MM
SWPV2  36.943  -76.329 2014 08 23 04 48  MM    MM    MM   MM  MM   MM  MM 1014.2    MM    MM  26.7    MM   MM     MM
SXHW3  46.563  -90.437 2014 08 23 04 40  MM   0.0   0.0   MM  MM   MM  MM 1017.6    MM  16.8    MM    MM   MM     MM
SYWW3  45.202  -87.121 2014 08 23 04 41 130   2.6   4.1   MM  MM   MM  MM     MM    MM  20.2    MM    MM   MM     MM
TAQT2  27.814  -97.398 2014 08 23 04 48  MM    MM    MM   MM  MM   MM  MM     MM    MM  29.0  30.2    MM   MM     MM
TARF1  28.156  -82.758 2014 08 23 03 54 100   1.0   2.1   MM  MM   MM  MM 1015.4    MM    MM    MM    MM   MM   1.68
TAWM4  44.254  -83.449 2014 08 23 04 06  MM   0.0   2.6   MM  MM   MM  MM     MM    MM  17.0    MM    MM   MM     MM
TBIM4  45.035  -83.194 2014 08 23 04 45 260   0.5   1.0   MM  MM   MM  MM     MM    MM  16.8    MM    MM   MM     MM
TCBM2  39.213  -76.244 2014 08 23 04 48  90   1.0   2.6   MM  MM   MM  MM 1016.8    MM  20.9  26.3    MM   MM     MM
TCMW1  47.276 -122.418 2014 08 23 04 48 330   1.5   2.1   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
TCNW1  47.267 -122.413 2014 08 23 04 48  MM    MM    MM   MM  MM   MM  MM 1019.1    MM  19.6  12.9    MM   MM     MM
TESL1  29.668  -91.237 2014 08 23 04 48 240   0.5   1.0   MM  MM   MM  MM 1016.8    MM  26.8  28.8    MM   MM     MM
TFBLK  65.698  -24.778 2014 08 23 05 00  MM    MM    MM  0.7   4   MM  MM     MM    MM    MM    MM    MM   MM     MM
THLO1  41.826  -83.194 2014 08 23 04 45  60   5.1   5.7   MM  MM   MM  MM     MM    MM  23.2    MM    MM   MM     MM
THRO1  41.694  -83.473 2014 08 23 04 48  70   2.6   3.6   MM  MM   MM  MM 1016.4    MM  23.5    MM  20.5   MM     MM
TIXC1  32.575 -117.127 2014 08 23 02 45 310   2.1    MM   MM  MM   MM  MM 1014.0    MM  21.1    MM  19.1   MM     MM
TLBO3  45.555 -123.919 2014 08 23 04 48 350   4.6   5.1   MM  MM   MM  MM 1019.8    MM  13.2  12.9    MM   MM     MM
TOKW1  46.707 -123.967 2014 08 23 04 48 290   2.6   3.6   MM  MM   MM  MM 1020.0    MM  13.9    MM    MM   MM     MM
TPAF1  27.933  -82.434 2014 08 23 04 48 190   1.0   1.0   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
TPBN4  40.012  -75.043 2014 08 23 04 48  MM    MM    MM   MM  MM   MM  MM 1016.9    MM  21.3    MM    MM   MM     MM
TPLM2  38.899  -76.436 2014 08 23 05 00  80   6.2   6.7   MM  MM   MM  MM 1016.6  +0.3  22.3  25.6  22.3   MM     MM
TRDF1  28.416  -80.593 2014 08 23 04 48 180   1.5   2.1   MM  MM   MM  MM 1015.6    MM  27.9  28.9    MM   MM     MM
TSHF1  27.929  -82.426 2014 08 23 04 48 130   1.0   1.5   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
TTIW1  48.392 -124.735 2014 08 23 05 00  MM    MM    MM   MM  MM   MM  MM 1019.8  +0.8  11.0    MM    MM   MM     MM
TXPT2  29.689  -93.842 2014 08 23 04 48 190   5.1   7.2   MM  MM   MM  MM 1016.9    MM  29.4  31.3    MM   MM     MM
ULAM6  30.348  -88.505 2014 08 23 04 48  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  31.3    MM   MM     MM
UNLA2  53.880 -166.537 2014 08 23 04 48 150   4.6   8.2   MM  MM   MM  MM 1012.0    MM    MM   9.4    MM   MM     MM
UPBC1  38.038 -122.121 2014 08 23 04 48 280   2.1   4.1   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
VAKF1  25.731  -80.162 2014 08 23 04 48 110   3.6   5.1   MM  MM   MM  MM     MM    MM  29.6  32.2    MM   MM     MM
VCAF1  24.711  -81.107 2014 08 23 04 48  80   3.6   5.7   MM  MM   MM  MM 1015.3    MM  29.6  32.3    MM   MM     MM
VCAT2  28.640  -96.609 2014 08 23 04 48 150   5.7   7.2   MM  MM   MM  MM 1015.7    MM    MM  30.4    MM   MM     MM
VCVA2  57.125 -170.285 2014 08 23 04 48  MM   4.1   6.2   MM  MM   MM  MM 1013.2    MM    MM    MM    MM   MM     MM
VDZA2  61.125 -146.361 2014 08 23 04 48 270   1.5   2.6   MM  MM   MM  MM 1023.0    MM  14.7  13.0    MM   MM     MM
VENF1  27.072  -82.453 2014 08 23 05 00  MM   0.0   0.0   MM  MM   MM  MM 1015.5  -0.3  26.6  32.0  21.2   MM     MM
VERV4  19.204  -96.113 2014 08 23 05 00 330   4.6   5.7   MM  MM   MM  MM 1015.9  +1.2    MM    MM    MM   MM     MM
VQSP4  18.153  -65.444 2014 08 23 04 48 180   1.5   2.6   MM  MM   MM  MM     MM    MM  25.9    MM    MM   MM     MM
WAHV2  37.608  -75.686 2014 08 23 04 48  50   4.1   6.2   MM  MM   MM  MM 1015.2    MM  23.7  27.2    MM   MM     MM
WAKP8  19.291  166.618 2014 08 23 04 48  80   4.6   6.2   MM  MM   MM  MM 1013.0    MM  29.6    MM    MM   MM     MM
WASD2  38.873  -77.021 2014 08 23 04 48 120   1.5   3.1   MM  MM   MM  MM 1015.5    MM  23.3  26.2    MM   MM     MM
WATS1  34.335  -80.702 2014 08 23 04 30  MM   0.0   0.5   MM  MM   MM  MM 1014.9    MM  25.1    MM    MM   MM     MM
WAXM3  41.582  -70.525 2014 08 23 03 45  10   0.5    MM   MM  MM   MM  MM     MM    MM  19.0    MM  17.5   MM     MM
WBYA1  30.417  -87.825 2014 08 23 04 48  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  30.2    MM   MM     MM
WDEL1  28.662  -89.551 2014 08 23 04 30  MM    MM    MM   MM  MM   MM  MM     MM    MM  29.2    MM  22.6   MM     MM
WDSV2  36.977  -76.315 2014 08 23 04 48  60   5.1   6.2   MM  MM   MM  MM 1013.5    MM  24.7    MM    MM   MM     MM
WELM1  43.320  -70.563 2014 08 23 04 48  10   3.1   3.6   MM  MM   MM  MM 1019.3    MM  15.0  16.9    MM   MM     MM
WEXM1  43.337  -70.549 2014 08 23 04 00 360   2.1    MM   MM  MM   MM  MM 1019.0  +0.0  14.9    MM  13.3   MM     MM
WFPM4  46.760  -84.970 2014 08 23 04 06  MM   0.0   0.5   MM  MM   MM  MM     MM    MM  17.0    MM    MM   MM     MM
WHRI2  42.361  -87.813 2014 08 23 04 40  40   2.6   3.1   MM  MM   MM  MM     MM    MM  22.9    MM    MM   MM     MM
WKXA1  30.421  -87.828 2014 08 23 03 45  MM    MM    MM   MM  MM   MM  MM     MM    MM  25.8    MM  24.1   MM     MM
WLON7  34.228  -77.954 2014 08 23 04 48  MM    MM    MM   MM  MM   MM  MM 1014.0    MM  23.2  28.7    MM   MM     MM
WNEM4  46.285  -84.210 2014 08 23 04 48  MM   0.0   0.0   MM  MM   MM  MM 1017.0    MM    MM    MM    MM   MM     MM
WPOW1  47.662 -122.436 2014 08 23 05 00  40   2.1   2.6   MM  MM   MM  MM 1019.2  +1.0  17.1    MM    MM   MM     MM
WPTW1  46.904 -124.105 2014 08 23 04 48  MM    MM    MM   MM  MM   MM  MM 1019.6    MM  13.8  13.7    MM   MM     MM
WYCM6  30.326  -89.326 2014 08 23 04 48 260   1.5   2.6   MM  MM   MM  MM 1016.1    MM  29.3    MM    MM   MM     MM
YABP4  18.055  -65.833 2014 08 23 04 48 120   3.6   6.2   MM  MM   MM  MM     MM    MM  26.5  26.5    MM   MM     MM
YATA2  59.548 -139.733 2014 08 23 04 48  MM    MM    MM   MM  MM   MM  MM 1023.0    MM    MM  12.9    MM   MM     MM
YGNN6  43.262  -79.064 2014 08 23 05 00  60   1.5   3.6   MM  MM   MM  MM 1016.3  +0.4  18.8    MM    MM   MM     MM
YKRV2  37.251  -76.342 2014 08 23 04 48  70   6.2   7.2   MM  MM   MM  MM 1014.5    MM  24.6    MM    MM   MM     MM
YKTV2  37.227  -76.479 2014 08 23 04 48  60   5.7   6.7   MM  MM   MM  MM 1014.8    MM  24.7  27.4    MM   MM     MM
YRSV2  37.414  -76.712 2014 08 23 04 30  MM   0.0    MM   MM  MM   MM  MM 1016.0    MM  22.8    MM  22.5   MM     MM
